STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,METHODOLOGY,Methodology,MEASURE,Measure,UNIT_MEASURE,Unit of measure,EXPENDITURE,Expenditure,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DURABILITY,Durability,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-10,,2.126437,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-11,,1.895462,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-12,,1.551724,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-01,,1.142204,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-02,,1.137656,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-03,,1.475596,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-04,,1.639344,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-05,,1.181767,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-06,,1.067416,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-07,,1.464789,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-08,,1.802817,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-09,,1.514302,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-10,,2.025886,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-11,,2.198422,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-12,,2.37691,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2003-01,,2.597403,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2003-02,,2.980877,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2003-03,,3.020134,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2003-04,,2.224694,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2003-05,,2.057842,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2003-06,,2.112285,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2003-07,,2.109939,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2003-08,,2.158273,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2003-09,,2.320442,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2003-10,,2.040816,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2003-11,,1.76503,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2003-12,,1.879491,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2004-01,,1.926252,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2004-02,,1.693064,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2004-03,,1.737242,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2004-04,,2.285093,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2004-05,,3.051771,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2004-06,,3.266195,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2004-07,,2.990756,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2004-08,,2.654388,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2004-09,,2.537797,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2004-10,,3.189189,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2004-11,,3.523035,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2004-12,,3.255562,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2005-01,,2.969762,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2005-02,,3.007519,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2005-03,,3.148346,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2005-04,,3.510638,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2005-05,,2.80275,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2005-06,,2.530311,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2005-07,,3.167899,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2005-08,,3.641161,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2005-09,,4.686677,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2005-10,,4.347826,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2005-11,,3.455497,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2005-12,,3.415659,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2006-01,,3.985317,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2006-02,,3.597497,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2006-03,,3.362649,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2006-04,,3.545735,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2006-05,,4.166667,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2006-06,,4.318766,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2006-07,,4.145343,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2006-08,,3.818737,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2006-09,,2.062374,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2006-10,,1.305221,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2006-11,,1.973684,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2006-12,,2.54065,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2007-01,,2.075643,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2007-02,,2.415199,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2007-03,,2.778779,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2007-04,,2.573697,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2007-05,,2.690864,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2007-06,,2.687038,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2007-07,,2.358231,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2007-08,,1.970083,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2007-09,,2.755052,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2007-10,,3.536175,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2007-11,,4.306203,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2007-12,,4.081269,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,USA,United States,M,Monthly,N,National,CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2008-01,,4.280294,,A,Normal value,0,Units,,,,,1,One
