STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,METHODOLOGY,Methodology,MEASURE,Measure,UNIT_MEASURE,Unit of measure,EXPENDITURE,Expenditure,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DURABILITY,Durability,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2020-12,,-0.7,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021-01,,1.6,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021-02,,1.6,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021-03,,2,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021-04,,2.1,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021-05,,2.4,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021-06,,2.1,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021-07,,3.1,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021-08,,3.4,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021-09,,4.1,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021-10,,4.6,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021-11,,6,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2021-12,,5.7,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022-01,,5.1,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022-02,,5.5,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022-03,,7.6,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022-04,,7.8,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022-05,,8.7,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022-06,,8.2,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022-07,,8.5,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022-08,,8.8,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022-09,,10.9,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022-10,,11.6,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022-11,,11.3,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2022-12,,9.6,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023-01,,9.2,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023-02,,9.3,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023-03,,7.8,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023-04,,7.6,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023-05,,6.3,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023-06,,6.8,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023-07,,6.5,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023-08,,6.4,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023-09,,4.3,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023-10,,3,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,DEU,Germany,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2023-11,,2.3,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2000-01,,1.7,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2000-02,,1.4,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2000-03,,1.6,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2000-04,,1.3,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2000-05,,1.5,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2000-06,,1.8,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2000-07,,1.9,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2000-08,,2,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2000-09,,2.3,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2000-10,,2.1,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2000-11,,2.3,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2000-12,,1.8,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-01,,1.3,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-02,,1.5,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-03,,1.5,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-04,,2,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-05,,2.4,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-06,,2.2,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-07,,2.2,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-08,,2,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-09,,1.6,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-10,,1.8,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-11,,1.3,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2001-12,,1.5,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-01,,2.4,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-02,,2.2,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-03,,2.2,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-04,,2.1,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-05,,1.6,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-06,,1.4,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-07,,1.6,,A,Normal value,0,Units,,,,,1,One
DATAFLOW,OECD.SDD.TPS:DSD_G20_PRICES@DF_G20_PRICES(1.0),"G20 - Consumer price indices, all items",I,FRA,France,M,Monthly,HICP,Eurostat harmonised index of consumer prices (HICP),CPI,Consumer price index,PA,Percent per annum,_T,Total,N,Neither seasonally adjusted nor calendar adjusted,GY,"Growth rate, over 1 year",2002-08,,1.8,,A,Normal value,0,Units,,,,,1,One
